id_compte,numero_compte,type_compte,produit_bancaire,statut_compte,date_ouverture
1591,237-01-259752261,Épargne,Épargne classique,Actif,2021-01-29
1592,237-01-259881663,Tontine,Compte tontine,Actif,2017-03-08
1593,237-01-260021285,Épargne,Épargne classique,Actif,2024-03-30
1594,237-01-260077515,Professionnel,Compte professionnel,Actif,2024-11-13
1595,237-01-260080389,Professionnel,Crédit scolaire,Actif,2018-11-09
1596,237-01-260382990,Épargne,Épargne jeune,Actif,2020-09-09
1597,237-01-260388692,Épargne,Épargne classique,Actif,2022-09-28
1598,237-01-260409887,Épargne,Épargne jeune,Actif,2018-01-02
1599,237-01-260455039,Épargne,Épargne projet,Actif,2023-02-06
1600,237-01-260550951,Épargne,Épargne classique,Actif,2020-10-15
1601,237-01-260557986,Tontine,Compte tontine,Actif,2019-08-18
1602,237-01-260710469,Courant,Compte courant,Actif,2019-11-06
1603,237-01-260732815,Professionnel,Crédit scolaire,Actif,2023-12-28
1604,237-01-260828562,Professionnel,Crédit commercial,Bloqué,2024-02-15
1605,237-01-260919599,Professionnel,Compte professionnel,Actif,2019-07-28
1606,237-01-260976890,Professionnel,Crédit commercial,Actif,2023-12-06
1607,237-01-260989273,Épargne,Épargne jeune,Actif,2025-10-05
1608,237-01-261054336,Association,Compte association,Actif,2019-02-02
1609,237-01-261076241,Professionnel,Crédit scolaire,Actif,2018-11-24
1610,237-01-261213381,Courant,Compte courant,Actif,2019-05-19
1611,237-01-261326142,Professionnel,Compte professionnel,Actif,2025-12-30
1612,237-01-261413360,Courant,Compte salaire,Actif,2017-02-16
1613,237-01-261436080,Commerçant,Compte commerçant,Bloqué,2020-09-17
1614,237-01-261523243,Épargne,Épargne classique,Actif,2021-09-01
1615,237-01-261524608,Épargne,Épargne jeune,Actif,2024-11-29
1616,237-01-261548219,Courant,Compte salaire,Bloqué,2017-07-10
1617,237-01-261604650,Professionnel,Crédit scolaire,Actif,2024-11-08
1618,237-01-261649210,Professionnel,Crédit commercial,Actif,2022-02-23
1619,237-01-261723131,Courant,Compte courant,Actif,2020-12-24
1620,237-01-261773437,Courant,Compte courant,Actif,2021-06-20
1621,237-01-261873759,Courant,Compte salaire,Actif,2018-12-26
1622,237-01-261895257,Épargne,Épargne classique,Actif,2017-03-21
1623,237-01-261896152,Épargne,Épargne projet,Actif,2017-03-18
1624,237-01-262112017,Professionnel,Crédit commercial,Actif,2026-03-23
1625,237-01-262168398,Association,Compte association,Actif,2022-10-23
1626,237-01-262173256,Tontine,Compte tontine,Actif,2023-07-22
1627,237-01-262198601,Association,Compte association,Actif,2024-03-14
1628,237-01-262318336,Épargne,Épargne classique,Actif,2022-06-07
1629,237-01-262328153,Association,Compte association,Actif,2026-04-26
1630,237-01-262359193,Courant,Compte salaire,Actif,2024-11-08
1631,237-01-262444444,Tontine,Compte tontine,Actif,2024-03-04
1632,237-01-262474034,Professionnel,Crédit commercial,Actif,2023-01-19
1633,237-01-262722421,Courant,Compte courant,Actif,2017-03-24
1634,237-01-262734742,Professionnel,Compte professionnel,Clôturé,2025-02-25
1635,237-01-262777806,Association,Compte association,Actif,2021-09-20
1636,237-01-262861662,Épargne,Épargne classique,Actif,2018-11-13
1637,237-01-262981287,Épargne,Épargne classique,Actif,2024-09-12
1638,237-01-263230974,Épargne,Épargne jeune,Actif,2025-10-22
1639,237-01-263237210,Association,Compte association,Actif,2019-09-25
1640,237-01-263262724,Association,Compte association,Actif,2026-01-29
1641,237-01-263303572,Épargne,Épargne classique,Actif,2023-03-03
1642,237-01-263318958,Épargne,Épargne jeune,Actif,2018-09-23
1643,237-01-263464004,Épargne,Épargne classique,Actif,2019-09-28
1644,237-01-263634841,Professionnel,Crédit commercial,Actif,2024-12-13
1645,237-01-263689193,Tontine,Compte tontine,Actif,2021-10-28
1646,237-01-263722713,Professionnel,Compte professionnel,Actif,2022-04-19
1647,237-01-263804730,Courant,Compte salaire,Actif,2024-01-03
1648,237-01-263813873,Association,Compte association,Actif,2025-06-18
1649,237-01-263908996,Épargne,Épargne projet,Actif,2021-07-18
1650,237-01-263951655,Association,Compte association,Actif,2021-08-21
1651,237-01-264192697,Association,Compte association,Bloqué,2019-07-04
1652,237-01-264227114,Association,Compte association,Actif,2024-02-22
1653,237-01-264236177,Épargne,Épargne jeune,Actif,2019-02-27
1654,237-01-264277642,Tontine,Compte tontine,Actif,2025-06-10
1655,237-01-264432723,Professionnel,Compte professionnel,Actif,2020-07-20
1656,237-01-264464813,Épargne,Épargne classique,Actif,2019-12-20
1657,237-01-264650824,Commerçant,Compte commerçant,Actif,2019-05-03
1658,237-01-264683825,Professionnel,Compte professionnel,Actif,2022-01-09
1659,237-01-264766114,Commerçant,Compte commerçant,Actif,2023-03-14
1660,237-01-264792866,Courant,Compte courant,Actif,2018-09-17
1661,237-01-264907704,Professionnel,Crédit commercial,Actif,2025-05-29
1662,237-01-265004257,Association,Compte association,Actif,2018-07-06
1663,237-01-265085312,Courant,Compte courant,Actif,2025-01-10
1664,237-01-265262354,Tontine,Compte tontine,Bloqué,2026-02-24
1665,237-01-265479546,Professionnel,Crédit commercial,Dormant,2024-04-03
1666,237-01-265585568,Professionnel,Compte professionnel,Actif,2025-11-27
1667,237-01-265662772,Courant,Compte courant,Actif,2024-09-26
1668,237-01-265691667,Professionnel,Compte professionnel,Actif,2025-01-04
1669,237-01-265704786,Commerçant,Compte commerçant,Actif,2022-03-29
1670,237-01-265739426,Courant,Compte courant,Bloqué,2019-09-07
1671,237-01-265813196,Épargne,Épargne jeune,Actif,2025-07-26
1672,237-01-265953709,Commerçant,Compte commerçant,Actif,2022-10-06
1673,237-01-266188716,Commerçant,Compte commerçant,Actif,2020-08-13
1674,237-01-266381456,Tontine,Compte tontine,Actif,2024-07-31
1675,237-01-266521876,Courant,Compte courant,Actif,2021-02-08
1676,237-01-266530317,Professionnel,Crédit scolaire,Actif,2019-08-11
1677,237-01-266627531,Professionnel,Compte professionnel,Actif,2022-07-18
1678,237-01-266689717,Épargne,Épargne jeune,Actif,2026-02-19
1679,237-01-266720780,Professionnel,Compte professionnel,Actif,2022-10-24
1680,237-01-266721937,Courant,Compte courant,Dormant,2020-12-14
1681,237-01-266723050,Professionnel,Crédit commercial,Actif,2018-02-12
1682,237-01-267176543,Tontine,Compte tontine,Actif,2025-09-13
1683,237-01-267280445,Épargne,Épargne classique,Actif,2020-09-06
1684,237-01-267286329,Association,Compte association,Actif,2022-06-16
1685,237-01-267354941,Tontine,Compte tontine,Actif,2020-06-06
1686,237-01-267418425,Épargne,Épargne projet,Actif,2017-08-10
1687,237-01-267499381,Commerçant,Compte commerçant,Actif,2021-02-28
1688,237-01-267584164,Professionnel,Crédit scolaire,Actif,2017-01-17
1689,237-01-267611952,Commerçant,Compte commerçant,Dormant,2026-02-07
1690,237-01-267815204,Épargne,Épargne jeune,Actif,2017-04-25
1691,237-01-267862776,Professionnel,Compte professionnel,Actif,2025-04-21
1692,237-01-267912463,Professionnel,Crédit scolaire,Actif,2025-04-02
1693,237-01-268054479,Professionnel,Crédit commercial,Actif,2023-07-03
1694,237-01-268108702,Professionnel,Crédit commercial,Actif,2021-03-13
1695,237-01-268118769,Commerçant,Compte commerçant,Actif,2019-03-18
1696,237-01-268145918,Courant,Compte salaire,Actif,2026-02-04
1697,237-01-268371708,Commerçant,Compte commerçant,Actif,2017-07-21
1698,237-01-268479765,Professionnel,Compte professionnel,Actif,2025-10-23
1699,237-01-268655364,Professionnel,Crédit scolaire,Actif,2023-10-20
1700,237-01-268847831,Commerçant,Compte commerçant,Actif,2022-06-23
1701,237-01-268864014,Professionnel,Crédit commercial,Actif,2025-12-13
1702,237-01-269173555,Professionnel,Crédit scolaire,Actif,2025-06-11
1703,237-01-269426690,Tontine,Compte tontine,Actif,2022-09-23
1704,237-01-269495487,Épargne,Épargne projet,Actif,2019-06-29
1705,237-01-269511402,Professionnel,Crédit scolaire,Dormant,2022-08-02
1706,237-01-269601966,Courant,Compte courant,Actif,2021-11-20
1707,237-01-269848562,Professionnel,Compte professionnel,Actif,2020-03-29
1708,237-01-270025656,Courant,Compte courant,Actif,2025-11-11
1709,237-01-270035297,Courant,Compte courant,Actif,2025-05-10
1710,237-01-270037772,Courant,Compte salaire,Bloqué,2023-10-31
1711,237-01-270375960,Épargne,Épargne jeune,Actif,2022-01-21
1712,237-01-270523441,Association,Compte association,Bloqué,2019-07-07
1713,237-01-270859076,Tontine,Compte tontine,Actif,2025-01-02
1714,237-01-270876163,Professionnel,Crédit scolaire,Actif,2025-10-12
1715,237-01-270887391,Professionnel,Crédit commercial,Actif,2018-12-01
1716,237-01-271068379,Épargne,Épargne projet,Actif,2020-01-22
1717,237-01-271097285,Épargne,Épargne projet,Actif,2022-06-10
1718,237-01-271149431,Épargne,Épargne jeune,Actif,2024-02-13
1719,237-01-271152107,Association,Compte association,Actif,2018-11-27
1720,237-01-271162457,Commerçant,Compte commerçant,Actif,2025-12-06
1721,237-01-271173932,Courant,Compte courant,Actif,2019-06-05
1722,237-01-271181977,Professionnel,Crédit scolaire,Actif,2018-05-17
1723,237-01-271234256,Association,Compte association,Actif,2018-03-19
1724,237-01-271306053,Professionnel,Crédit scolaire,Actif,2017-09-12
1725,237-01-271340737,Épargne,Épargne classique,Actif,2023-03-24
1726,237-01-271341166,Épargne,Épargne projet,Actif,2018-08-30
1727,237-01-271397503,Épargne,Épargne projet,Actif,2021-08-25
1728,237-01-271683564,Tontine,Compte tontine,Actif,2023-05-05
1729,237-01-272375352,Courant,Compte salaire,Clôturé,2023-10-11
1730,237-01-272506617,Courant,Compte courant,Actif,2020-01-08
1731,237-01-272514398,Épargne,Épargne classique,Actif,2023-07-22
1732,237-01-272621776,Commerçant,Compte commerçant,Actif,2019-02-16
1733,237-01-272703276,Tontine,Compte tontine,Actif,2017-11-30
1734,237-01-272857190,Épargne,Épargne projet,Actif,2023-07-31
1735,237-01-272858751,Association,Compte association,Actif,2026-02-24
1736,237-01-272859759,Épargne,Épargne classique,Actif,2021-10-16
1737,237-01-272899995,Courant,Compte courant,Actif,2026-04-13
1738,237-01-272939399,Épargne,Épargne classique,Actif,2018-12-15
1739,237-01-272943473,Épargne,Épargne classique,Actif,2020-11-10
1740,237-01-272944825,Professionnel,Compte professionnel,Actif,2026-06-30
1741,237-01-273022630,Courant,Compte courant,Actif,2019-01-09
1742,237-01-273059621,Courant,Compte salaire,Actif,2020-08-24
1743,237-01-273185692,Tontine,Compte tontine,Actif,2023-08-21
1744,237-01-273214297,Courant,Compte salaire,Actif,2023-01-12
1745,237-01-273276314,Courant,Compte courant,Actif,2020-10-15
1746,237-01-273373079,Épargne,Épargne projet,Actif,2021-12-31
1747,237-01-273875197,Épargne,Épargne projet,Actif,2020-08-07
1748,237-01-273999769,Tontine,Compte tontine,Actif,2018-01-08
1749,237-01-274137419,Association,Compte association,Actif,2020-11-03
1750,237-01-274145433,Courant,Compte salaire,Actif,2021-09-09
1751,237-01-274181856,Association,Compte association,Actif,2017-03-13
1752,237-01-274300307,Professionnel,Crédit commercial,Actif,2019-04-16
1753,237-01-274355904,Épargne,Épargne classique,Actif,2025-01-10
1754,237-01-274513357,Professionnel,Compte professionnel,Actif,2020-03-12
1755,237-01-274720585,Courant,Compte courant,Actif,2018-07-11
1756,237-01-274783415,Professionnel,Crédit commercial,Actif,2017-03-06
1757,237-01-274796389,Professionnel,Crédit scolaire,Actif,2025-11-29
1758,237-01-274799058,Épargne,Épargne classique,Actif,2021-11-12
1759,237-01-275046797,Tontine,Compte tontine,Actif,2019-10-31
1760,237-01-275068013,Épargne,Épargne classique,Actif,2017-04-03
1761,237-01-275362914,Professionnel,Compte professionnel,Actif,2023-10-14
1762,237-01-275465633,Professionnel,Compte professionnel,Actif,2018-08-03
1763,237-01-275492861,Professionnel,Crédit commercial,Clôturé,2017-02-17
1764,237-01-275533360,Courant,Compte salaire,Actif,2021-11-20
1765,237-01-275593366,Professionnel,Crédit scolaire,Actif,2021-11-05
1766,237-01-275633405,Professionnel,Crédit commercial,Actif,2021-08-21
1767,237-01-275743329,Professionnel,Crédit scolaire,Actif,2024-01-05
1768,237-01-275781654,Professionnel,Crédit scolaire,Actif,2025-02-16
1769,237-01-275888064,Professionnel,Compte professionnel,Actif,2023-09-08
1770,237-01-275905323,Épargne,Épargne projet,Actif,2019-04-22
1771,237-01-276040098,Professionnel,Crédit scolaire,Actif,2021-07-15
1772,237-01-276052446,Professionnel,Crédit scolaire,Actif,2018-07-30
1773,237-01-276114469,Commerçant,Compte commerçant,Actif,2025-07-11
1774,237-01-276284701,Professionnel,Crédit commercial,Dormant,2020-05-17
1775,237-01-276303705,Professionnel,Crédit scolaire,Actif,2017-04-03
1776,237-01-276337840,Tontine,Compte tontine,Actif,2024-11-27
1777,237-01-276459242,Épargne,Épargne projet,Actif,2018-03-26
1778,237-01-276533989,Courant,Compte courant,Dormant,2025-11-27
1779,237-01-276580866,Professionnel,Compte professionnel,Actif,2022-07-18
1780,237-01-276743541,Professionnel,Crédit scolaire,Actif,2019-10-30
1781,237-01-276864625,Épargne,Épargne projet,Actif,2024-05-12
1782,237-01-277001183,Épargne,Épargne projet,Actif,2019-08-28
1783,237-01-277074109,Professionnel,Crédit scolaire,Actif,2020-03-12
1784,237-01-277541438,Courant,Compte salaire,Actif,2017-03-29
1785,237-01-277696943,Association,Compte association,Bloqué,2025-06-13
1786,237-01-277699852,Épargne,Épargne jeune,Actif,2018-04-12
1787,237-01-277923181,Épargne,Épargne projet,Bloqué,2018-03-20
1788,237-01-278109909,Épargne,Épargne projet,Actif,2021-05-20
1789,237-01-278136444,Courant,Compte courant,Actif,2026-03-25
1790,237-01-278144717,Commerçant,Compte commerçant,Actif,2020-04-12
1791,237-01-278298385,Épargne,Épargne classique,Bloqué,2021-07-16
1792,237-01-278322386,Courant,Compte courant,Actif,2025-04-02
1793,237-01-278693731,Épargne,Épargne jeune,Actif,2021-11-06
1794,237-01-278817891,Professionnel,Crédit scolaire,Actif,2026-04-07
1795,237-01-278884203,Épargne,Épargne jeune,Actif,2019-03-08
1796,237-01-279135115,Commerçant,Compte commerçant,Actif,2024-09-30
1797,237-01-279327534,Professionnel,Compte professionnel,Actif,2022-08-08
1798,237-01-279648468,Association,Compte association,Actif,2017-11-15
1799,237-01-279836370,Association,Compte association,Actif,2025-12-16
1800,237-01-279986052,Professionnel,Compte professionnel,Actif,2017-11-02
1801,237-01-280026826,Épargne,Épargne classique,Actif,2023-10-01
1802,237-01-280072167,Épargne,Épargne classique,Actif,2024-02-20
1803,237-01-280711582,Professionnel,Crédit commercial,Actif,2021-08-14
1804,237-01-280787267,Courant,Compte salaire,Actif,2019-02-02
1805,237-01-280833598,Tontine,Compte tontine,Actif,2018-07-13
1806,237-01-280918513,Association,Compte association,Actif,2025-09-13
1807,237-01-280962032,Commerçant,Compte commerçant,Actif,2022-06-07
1808,237-01-281102467,Association,Compte association,Actif,2019-07-08
1809,237-01-281269016,Épargne,Épargne projet,Actif,2017-04-28
1810,237-01-281284419,Tontine,Compte tontine,Actif,2024-05-06
1811,237-01-281291189,Épargne,Épargne projet,Actif,2017-11-01
1812,237-01-281410067,Courant,Compte courant,Actif,2025-10-21
1813,237-01-281588975,Courant,Compte salaire,Actif,2018-12-07
1814,237-01-281661132,Professionnel,Compte professionnel,Bloqué,2024-05-03
1815,237-01-281722481,Association,Compte association,Bloqué,2019-12-11
1816,237-01-281743364,Épargne,Épargne jeune,Actif,2024-04-22
1817,237-01-281760929,Épargne,Épargne classique,Actif,2024-12-11
1818,237-01-281782594,Épargne,Épargne jeune,Actif,2018-01-26
1819,237-01-282009059,Tontine,Compte tontine,Actif,2023-06-24
1820,237-01-282278027,Courant,Compte courant,Actif,2025-01-24
1821,237-01-282412739,Épargne,Épargne classique,Actif,2017-12-18
1822,237-01-282728351,Tontine,Compte tontine,Actif,2025-05-05
1823,237-01-282896221,Professionnel,Crédit commercial,Actif,2022-01-16
1824,237-01-283438623,Association,Compte association,Actif,2024-01-28
1825,237-01-283566289,Épargne,Épargne classique,Actif,2021-05-20
1826,237-01-283750808,Courant,Compte salaire,Actif,2021-09-30
1827,237-01-283892558,Association,Compte association,Actif,2024-12-08
1828,237-01-283961464,Professionnel,Compte professionnel,Actif,2019-01-30
1829,237-01-284006508,Association,Compte association,Actif,2026-02-23
1830,237-01-284098671,Commerçant,Compte commerçant,Actif,2023-10-10
1831,237-01-284167618,Courant,Compte courant,Actif,2022-12-08
1832,237-01-284243920,Professionnel,Crédit scolaire,Actif,2026-05-24
1833,237-01-284296722,Professionnel,Compte professionnel,Actif,2018-05-08
1834,237-01-284329463,Commerçant,Compte commerçant,Actif,2019-06-22
1835,237-01-284364913,Courant,Compte courant,Actif,2023-08-01
1836,237-01-284381325,Professionnel,Crédit scolaire,Actif,2019-12-01
1837,237-01-284431772,Épargne,Épargne projet,Actif,2020-06-16
1838,237-01-284473167,Épargne,Épargne jeune,Actif,2023-09-19
1839,237-01-284626801,Professionnel,Compte professionnel,Actif,2019-05-10
1840,237-01-284736342,Courant,Compte salaire,Actif,2025-06-16
1841,237-01-284831327,Épargne,Épargne jeune,Actif,2022-03-09
1842,237-01-284832476,Courant,Compte courant,Actif,2018-06-24
1843,237-01-284965275,Épargne,Épargne classique,Actif,2019-09-22
1844,237-01-285287958,Courant,Compte salaire,Actif,2025-02-11
1845,237-01-285315764,Professionnel,Crédit scolaire,Actif,2023-04-07
1846,237-01-285338066,Commerçant,Compte commerçant,Actif,2021-10-17
1847,237-01-285444972,Courant,Compte salaire,Actif,2018-02-06
1848,237-01-285528895,Tontine,Compte tontine,Bloqué,2024-07-20
1849,237-01-286042341,Professionnel,Crédit commercial,Actif,2019-04-11
1850,237-01-286102002,Professionnel,Crédit scolaire,Actif,2026-06-22
1851,237-01-286196547,Épargne,Épargne classique,Actif,2018-01-27
1852,237-01-286327299,Courant,Compte salaire,Actif,2024-01-10
1853,237-01-286329944,Professionnel,Compte professionnel,Actif,2023-08-25
1854,237-01-286495092,Épargne,Épargne projet,Actif,2018-03-29
1855,237-01-286574079,Association,Compte association,Actif,2022-02-04
1856,237-01-286586089,Professionnel,Crédit commercial,Actif,2020-08-05
1857,237-01-286765091,Professionnel,Crédit commercial,Actif,2024-01-14
1858,237-01-286898273,Professionnel,Crédit commercial,Actif,2025-11-01
1859,237-01-287102489,Courant,Compte salaire,Actif,2018-11-08
1860,237-01-287179704,Professionnel,Crédit scolaire,Clôturé,2024-06-28
1861,237-01-287270768,Professionnel,Crédit commercial,Actif,2021-08-27
1862,237-01-287274367,Épargne,Épargne projet,Clôturé,2020-05-25
1863,237-01-287394568,Épargne,Épargne jeune,Actif,2019-06-18
1864,237-01-287412442,Professionnel,Crédit commercial,Clôturé,2018-09-04
1865,237-01-287570939,Courant,Compte salaire,Bloqué,2019-08-16
1866,237-01-287588584,Épargne,Épargne classique,Dormant,2024-09-04
1867,237-01-287675784,Professionnel,Crédit commercial,Actif,2018-11-12
1868,237-01-287930690,Association,Compte association,Actif,2026-06-24
1869,237-01-287943191,Professionnel,Compte professionnel,Actif,2026-05-17
1870,237-01-288112370,Professionnel,Compte professionnel,Actif,2021-04-02
1871,237-01-288184952,Épargne,Épargne projet,Actif,2026-06-21
1872,237-01-288243229,Professionnel,Crédit commercial,Actif,2017-02-21
1873,237-01-288281240,Professionnel,Crédit scolaire,Dormant,2020-06-27
1874,237-01-288505837,Association,Compte association,Actif,2022-06-10
1875,237-01-288549942,Épargne,Épargne projet,Actif,2018-12-15
1876,237-01-288577745,Tontine,Compte tontine,Actif,2019-11-10
1877,237-01-288748648,Courant,Compte salaire,Clôturé,2023-07-15
1878,237-01-288795819,Professionnel,Compte professionnel,Actif,2020-03-22
1879,237-01-288972425,Association,Compte association,Actif,2026-03-11
1880,237-01-289008686,Professionnel,Crédit commercial,Actif,2021-09-17
1881,237-01-289039603,Professionnel,Crédit commercial,Actif,2023-03-19
1882,237-01-289074164,Professionnel,Crédit scolaire,Actif,2020-08-12
1883,237-01-289167481,Association,Compte association,Actif,2018-06-27
1884,237-01-289638510,Épargne,Épargne projet,Actif,2026-04-22
1885,237-01-289670734,Commerçant,Compte commerçant,Actif,2017-11-10
1886,237-01-289739204,Association,Compte association,Clôturé,2019-09-26
1887,237-01-289958343,Épargne,Épargne projet,Actif,2018-12-24
1888,237-01-289995491,Courant,Compte salaire,Actif,2018-07-24
1889,237-01-290170384,Épargne,Épargne projet,Actif,2018-11-20
1890,237-01-290220045,Tontine,Compte tontine,Actif,2023-01-14
1891,237-01-290224455,Professionnel,Compte professionnel,Actif,2017-10-25
1892,237-01-290411666,Professionnel,Crédit commercial,Actif,2020-05-29
1893,237-01-290415969,Épargne,Épargne classique,Actif,2022-02-27
1894,237-01-290497211,Commerçant,Compte commerçant,Actif,2017-11-27
1895,237-01-290685884,Professionnel,Crédit commercial,Actif,2021-01-24
1896,237-01-290854372,Professionnel,Crédit scolaire,Actif,2025-04-10
1897,237-01-291011906,Épargne,Épargne jeune,Actif,2018-03-16
1898,237-01-291137261,Commerçant,Compte commerçant,Actif,2026-03-04
1899,237-01-291607475,Professionnel,Compte professionnel,Actif,2023-10-17
1900,237-01-291711593,Épargne,Épargne classique,Actif,2018-07-25
1901,237-01-291729684,Commerçant,Compte commerçant,Actif,2025-09-27
1902,237-01-291902335,Courant,Compte salaire,Clôturé,2022-10-09
1903,237-01-291949230,Professionnel,Crédit commercial,Actif,2026-01-31
1904,237-01-292062804,Professionnel,Compte professionnel,Actif,2026-03-11
1905,237-01-292165079,Professionnel,Crédit commercial,Bloqué,2022-09-21
1906,237-01-292334298,Tontine,Compte tontine,Clôturé,2018-11-03
1907,237-01-292375997,Épargne,Épargne classique,Actif,2017-11-16
1908,237-01-292410793,Professionnel,Compte professionnel,Dormant,2020-08-01
1909,237-01-292563868,Épargne,Épargne jeune,Actif,2021-07-15
1910,237-01-292566078,Commerçant,Compte commerçant,Actif,2025-01-13
1911,237-01-292824844,Professionnel,Crédit commercial,Dormant,2023-03-09
1912,237-01-292866568,Association,Compte association,Actif,2022-09-23
1913,237-01-292881398,Professionnel,Crédit commercial,Actif,2024-02-12
1914,237-01-292911243,Professionnel,Crédit scolaire,Bloqué,2024-07-17
1915,237-01-292934571,Courant,Compte salaire,Actif,2022-11-14
1916,237-01-293026489,Professionnel,Crédit commercial,Actif,2017-03-07
1917,237-01-293143488,Épargne,Épargne classique,Actif,2020-08-03
1918,237-01-293229257,Courant,Compte courant,Actif,2022-09-10
1919,237-01-293328681,Épargne,Épargne classique,Actif,2021-10-25
1920,237-01-293404588,Professionnel,Crédit scolaire,Actif,2018-01-08
1921,237-01-293439858,Courant,Compte salaire,Actif,2023-04-24
1922,237-01-293577729,Courant,Compte courant,Actif,2020-03-28
1923,237-01-293783581,Tontine,Compte tontine,Actif,2025-10-31
1924,237-01-294119418,Épargne,Épargne projet,Actif,2022-01-17
1925,237-01-294176300,Commerçant,Compte commerçant,Bloqué,2017-03-25
1926,237-01-294284866,Professionnel,Crédit commercial,Actif,2024-04-19
1927,237-01-294495443,Épargne,Épargne jeune,Actif,2023-02-10
1928,237-01-294559059,Épargne,Épargne classique,Actif,2019-08-22
1929,237-01-294654432,Association,Compte association,Actif,2024-12-19
1930,237-01-294819285,Épargne,Épargne jeune,Actif,2025-02-24
1931,237-01-294941481,Épargne,Épargne classique,Actif,2023-09-28
1932,237-01-294962693,Épargne,Épargne classique,Actif,2021-07-26
1933,237-01-295071392,Professionnel,Crédit commercial,Actif,2024-07-10
1934,237-01-295097673,Courant,Compte courant,Actif,2022-08-06
1935,237-01-295130442,Courant,Compte courant,Actif,2018-07-17
1936,237-01-295159497,Épargne,Épargne projet,Actif,2018-12-24
1937,237-01-295164018,Épargne,Épargne projet,Actif,2023-05-13
1938,237-01-295220761,Épargne,Épargne jeune,Actif,2021-07-16
1939,237-01-295269390,Association,Compte association,Actif,2022-07-30
1940,237-01-295290551,Épargne,Épargne classique,Actif,2021-11-21
1941,237-01-295405034,Épargne,Épargne projet,Actif,2022-08-19
1942,237-01-295638866,Épargne,Épargne classique,Actif,2019-03-16
1943,237-01-295802268,Tontine,Compte tontine,Bloqué,2025-08-11
1944,237-01-295938897,Courant,Compte courant,Actif,2019-04-27
1945,237-01-296029184,Commerçant,Compte commerçant,Actif,2023-02-06
1946,237-01-296098388,Association,Compte association,Actif,2018-02-09
1947,237-01-296168090,Professionnel,Compte professionnel,Actif,2017-03-29
1948,237-01-296183898,Épargne,Épargne jeune,Actif,2026-02-03
1949,237-01-296296438,Professionnel,Crédit commercial,Actif,2024-11-11
1950,237-01-296296517,Courant,Compte salaire,Actif,2023-02-23
1951,237-01-296558693,Épargne,Épargne projet,Bloqué,2021-04-29
1952,237-01-296583247,Commerçant,Compte commerçant,Actif,2023-08-20
1953,237-01-296593223,Professionnel,Compte professionnel,Actif,2019-01-12
1954,237-01-296674269,Épargne,Épargne jeune,Actif,2018-04-08
1955,237-01-296767131,Association,Compte association,Actif,2023-01-30
1956,237-01-296789787,Professionnel,Crédit scolaire,Actif,2025-04-16
1957,237-01-296914473,Tontine,Compte tontine,Actif,2022-11-02
1958,237-01-297096901,Tontine,Compte tontine,Actif,2019-07-27
1959,237-01-297097782,Association,Compte association,Bloqué,2026-04-12
1960,237-01-297518869,Professionnel,Crédit commercial,Actif,2026-03-30
1961,237-01-297739143,Épargne,Épargne classique,Actif,2021-07-15
1962,237-01-297806301,Courant,Compte salaire,Actif,2025-09-02
1963,237-01-298002783,Association,Compte association,Actif,2017-11-16
1964,237-01-298050504,Professionnel,Crédit commercial,Actif,2021-05-26
1965,237-01-298129642,Tontine,Compte tontine,Actif,2019-02-04
1966,237-01-298176617,Épargne,Épargne jeune,Actif,2023-06-07
1967,237-01-298190697,Association,Compte association,Actif,2020-04-17
1968,237-01-298358613,Épargne,Épargne jeune,Actif,2022-04-15
1969,237-01-298505101,Association,Compte association,Actif,2017-03-09
1970,237-01-298596615,Tontine,Compte tontine,Actif,2021-04-16
1971,237-01-298984459,Épargne,Épargne jeune,Actif,2022-11-05
1972,237-01-299072591,Épargne,Épargne jeune,Clôturé,2022-08-07
1973,237-01-299317453,Épargne,Épargne projet,Actif,2017-05-18
1974,237-01-299353830,Professionnel,Crédit commercial,Actif,2020-05-05
1975,237-01-299545672,Courant,Compte salaire,Actif,2022-04-01
1976,237-01-299628262,Épargne,Épargne jeune,Actif,2025-12-21
1977,237-01-299834800,Épargne,Épargne projet,Actif,2022-11-16
1978,237-01-299952370,Association,Compte association,Actif,2017-03-22
1979,237-01-299988705,Professionnel,Crédit scolaire,Actif,2025-09-03
1980,237-01-300096654,Association,Compte association,Actif,2022-04-06
1981,237-01-300122334,Tontine,Compte tontine,Actif,2021-03-12
1982,237-01-300159716,Association,Compte association,Actif,2021-05-11
1983,237-01-300231393,Association,Compte association,Actif,2017-01-13
1984,237-01-300271400,Association,Compte association,Actif,2018-01-19
1985,237-01-300280075,Professionnel,Crédit scolaire,Actif,2023-11-15
1986,237-01-300393273,Épargne,Épargne projet,Actif,2023-02-22
1987,237-01-300398618,Professionnel,Crédit scolaire,Dormant,2022-04-09
1988,237-01-300830069,Professionnel,Crédit scolaire,Dormant,2023-11-04
1989,237-01-300916298,Association,Compte association,Actif,2023-10-13
1990,237-01-301040276,Association,Compte association,Actif,2021-03-12
1991,237-01-301149674,Épargne,Épargne projet,Actif,2022-11-30
1992,237-01-301294317,Commerçant,Compte commerçant,Actif,2017-07-20
1993,237-01-301339586,Professionnel,Compte professionnel,Actif,2023-03-23
1994,237-01-301372007,Courant,Compte courant,Actif,2022-02-14
1995,237-01-301413199,Tontine,Compte tontine,Actif,2022-10-10
1996,237-01-301480189,Professionnel,Crédit commercial,Actif,2020-04-22
